"lang" 
{ 
"Language" "swedish" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 TILLDELA AUTOMATISKT"
"[english]TF_IM_CP_Capture"	"To capture a Control Point, stand within the Capture Zone boundaries until you own the Control Point"
"TF_IM_CP_TimeAdd"	"Tid läggs till klockan när en kontrollpunkt är erövrad"
"[english]TF_IM_CP_TimeAdd"	"Time is added to the clock when a Control Point is captured"
"TF_IM_CP_Locked"	"Kontrollpunkter kan inte erövras när de är låsta"
"[english]TF_IM_CP_Locked"	"Control Points cannot be captured while they are locked"

"TF_IM_Goldrush_Intro"	"Gold Rush är en bombkarta med tre nivåer"
"[english]TF_IM_Goldrush_Intro"	"Gold Rush is a Payload map with three stages"
"TF_IM_Goldrush_BlueWin"	"Lag BLU vinner genom att föra vagnen till lag REDs sista punkt innan tiden tar slut"
"[english]TF_IM_Goldrush_BlueWin"	"BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Goldrush_RedWin"	"Lag RED vinner genom att hindra vagnen från att nå deras sista punkt"
"[english]TF_IM_Goldrush_RedWin"	"RED team wins by preventing the cart from reaching their final point"
"TF_IM_Goldrush_MoveCart"	"Vagnen flyttas fram längs spåret när en spelare i BLU är i närheten"
"[english]TF_IM_Goldrush_MoveCart"	"The cart moves along the track when BLU players are near it"
"TF_IM_Goldrush_CartHeals"	"Vagnen ger lag BLU hälsa och ammunition"
"[english]TF_IM_Goldrush_CartHeals"	"The cart dispenses health and ammo to the BLU team"
"TF_IM_Goldrush_RollsBack"	"Om vagnen inte flyttas på 30 sekunder börjar den rulla baklänges"
"[english]TF_IM_Goldrush_RollsBack"	"If the cart doesn't move for 30 seconds it will start to roll backwards"
"TF_IM_Goldrush_TimeAdd"	"Tid läggs till på klockan när vagnen når respektive kontrollpunkt"
"[english]TF_IM_Goldrush_TimeAdd"	"Time is added to the clock when the cart reaches each check point"

"TF_IM_Basin_Intro"	 "Badwater Basin är en bombkarta med enbart en nivå"
"[english]TF_IM_Basin_Intro"	 "Badwater Basin is a Payload map with just one stage"
"TF_IM_Basin_BlueWin"	 "Lag BLU vinner genom att föra vagnen till lag REDs sista punkt innan tiden tar slut"
"[english]TF_IM_Basin_BlueWin"	 "BLU team wins by escorting the cart to RED team's final point before the time runs out"
"TF_IM_Basin_RedWin"	 "Lag RED vinner genom att hindra vagnen från att nå deras sista punkt"
"[english]TF_IM_Basin_RedWin"	 "RED team wins by preventing the cart from reaching their final point"
"TF_IM_Basin_MoveCart"	 "Vagnen flyttas fram längs spåret när en spelare i BLU är i närheten"
"[english]TF_IM_Basin_MoveCart"	 "The cart moves along the track when BLU players are near it"
"TF_IM_Basin_CartHeals" "Vagnen ger lag BLU hälsa och ammunition"
"[english]TF_IM_Basin_CartHeals" "The cart dispenses health and ammo to the BLU team"
"TF_IM_Basin_RollsBack" "Om vagnen inte flyttas på 30 sekunder börjar den rulla baklänges"
"[english]TF_IM_Basin_RollsBack" "If the cart doesn't move for 30 seconds it will start to roll backwards"
"TF_IM_Basin_TimeAdd"	 "Tid läggs till på klockan när vagnen når respektive kontrollpunkt"
"[english]TF_IM_Basin_TimeAdd"	 "Time is added to the clock when the cart reaches each check point"

"TF_IM_Arena_Intro"	 "Välkommen till Team Fortress Arena"
"[english]TF_IM_Arena_Intro"	 "Welcome to Team Fortress Arena"
"TF_IM_Arena_RandomTeam" "I Arenaläget tilldelas du ett lag slumpmässigt"
"[english]TF_IM_Arena_RandomTeam" "In Arena mode you will be randomly assigned to a team"
"TF_IM_Arena_ToWin"	 "För att vinna måste ditt lag antingen eliminera alla spelare i motståndarlaget ..."
"[english]TF_IM_Arena_ToWin"	 "To win, your team must either eliminate all players on the opposing team..."
"TF_IM_Arena_OrCapture"	 "... eller erövra den kontrollpunkt som aktiveras under omgången"
"[english]TF_IM_Arena_OrCapture"	 "...or capture the control point that will be activated during the round"
"TF_IM_Arena_NoDie" 	 "Det går inte att återskapas i Arena, så se till att inte dö!"
"[english]TF_IM_Arena_NoDie" 	 "There is no respawning in Arena mode, so don't die!"
"TF_IM_Arena_Losing"     "Spelarna i det förlorande laget måste kanske sitta och vänta under nästa omgång om det finns väntande spelare"
"[english]TF_IM_Arena_Losing"     "Players on the losing team may have to sit out the next round if other players are waiting to play"
"TF_IM_Arena_Scramble"	 "Lagen växlas efter att ett lag nått vinstgränsen"
"[english]TF_IM_Arena_Scramble"	 "The teams will be scrambled after one team reaches the win limit"



// Achievements
"TF_GET_TURRETKILLS_NAME"		"Vaktgevärsskytte"
"[english]TF_GET_TURRETKILLS_NAME"		"Sentry Gunner"
"TF_GET_TURRETKILLS_DESC"		"Vaktgevärsdöda 10 med ett enda vaktgevär."
"[english]TF_GET_TURRETKILLS_DESC"		"Accumulate 10 sentry gun kills with a single sentry."
"TF_KILL_NEMESIS_NAME"			"Nemesis"
"[english]TF_KILL_NEMESIS_NAME"			"Nemesis"
"TF_KILL_NEMESIS_DESC"			"Hämnddöda fem."
"[english]TF_KILL_NEMESIS_DESC"			"Get five revenge kills."
"TF_GET_CONSECUTIVEKILLS_NODEATHS_NAME"	"Dödssvårt"
"[english]TF_GET_CONSECUTIVEKILLS_NODEATHS_NAME"	"Hard to Kill"
"TF_GET_CONSECUTIVEKILLS_NODEATHS_DESC"	"Döda fem i rad utan att själv dö."
"[english]TF_GET_CONSECUTIVEKILLS_NODEATHS_DESC"	"Get five kills in a row without dying."
"TF_GET_HEALED_BYENEMY_NAME"		"Förklädningsmästare"
"[english]TF_GET_HEALED_BYENEMY_NAME"		"Master of Disguise"
"TF_GET_HEALED_BYENEMY_DESC"		"Lura en motståndarsjukvårdare att hela dig."
"[english]TF_GET_HEALED_BYENEMY_DESC"		"Trick an opposing Medic into healing you."
"TF_GET_HEADSHOTS_NAME"			"Hjärna"
"[english]TF_GET_HEADSHOTS_NAME"			"Grey Matter"
"TF_GET_HEADSHOTS_DESC"			"Klara 25 huvudskott som krypskytt."
"[english]TF_GET_HEADSHOTS_DESC"			"Get 25 headshots as a Sniper."
"TF_PLAY_GAME_FRIENDSONLY_NAME"		"Vänskapligt värre..."
"[english]TF_PLAY_GAME_FRIENDSONLY_NAME"		"With Friends Like these..."
"TF_PLAY_GAME_FRIENDSONLY_DESC"		"Spela i ett spel med sju eller fler spelare från din vännerlista."
"[english]TF_PLAY_GAME_FRIENDSONLY_DESC"		"Play in a game with 7 or more players from your friends list."
"TF_WIN_MULTIPLEGAMES_NAME"		"Dynasti"
"[english]TF_WIN_MULTIPLEGAMES_NAME"		"Dynasty"
"TF_WIN_MULTIPLEGAMES_DESC"		"Vinn 20 spel."
"[english]TF_WIN_MULTIPLEGAMES_DESC"		"Win 20 games."
"TF_GET_MULTIPLEKILLS_NAME"		"Hardcore"
"[english]TF_GET_MULTIPLEKILLS_NAME"		"Hardcore"
"TF_GET_MULTIPLEKILLS_DESC"		"Döda sammanlagt 1 000."
"[english]TF_GET_MULTIPLEKILLS_DESC"		"Accumulate 1000 total kills."
"TF_WIN_2FORT_NOENEMYCAPS_NAME"		"Kraftanfall"
"[english]TF_WIN_2FORT_NOENEMYCAPS_NAME"		"Powerhouse Offense"
"TF_WIN_2FORT_NOENEMYCAPS_DESC"		"Vinn 2Fort med en utestängning."
"[english]TF_WIN_2FORT_NOENEMYCAPS_DESC"		"Win 2Fort with a shutout."
"TF_WIN_WELL_MINIMUMTIME_NAME"		"Blixtanfall"
"[english]TF_WIN_WELL_MINIMUMTIME_NAME"		"Lightning Offense"
"TF_WIN_WELL_MINIMUMTIME_DESC"		"Vinn Well på högst fem minuter."
"[english]TF_WIN_WELL_MINIMUMTIME_DESC"		"Win Well in 5 minutes or less."
"TF_WIN_HYDRO_NOENEMYCAPS_NAME"		"Oavbrutet anfall"
"[english]TF_WIN_HYDRO_NOENEMYCAPS_NAME"		"Relentless Offense"
"TF_WIN_HYDRO_NOENEMYCAPS_DESC"		"Vinn Hydro utan att ge upp en erövring."
"[english]TF_WIN_HYDRO_NOENEMYCAPS_DESC"		"Win Hydro without giving up a capture."
"TF_WIN_DUSTBOWL_NOENEMYCAPS_NAME"	"Ogenomträngligt försvar"
"[english]TF_WIN_DUSTBOWL_NOENEMYCAPS_NAME"	"Impenetrable Defense"
"TF_WIN_DUSTBOWL_NOENEMYCAPS_DESC"	"Försvara Dustbowl framgångsrikt utan att ge upp en erövring."
"[english]TF_WIN_DUSTBOWL_NOENEMYCAPS_DESC"	"Successfully defend Dustbowl without giving up a capture."
"TF_WIN_GRAVELPIT_NOENEMYCAPS_NAME"	"Omöjligt försvar"
"[english]TF_WIN_GRAVELPIT_NOENEMYCAPS_NAME"	"Impossible Defense"
"TF_WIN_GRAVELPIT_NOENEMYCAPS_DESC"	"Försvara Gravel Pit framgångsrikt utan att ge upp en erövring."
"[english]TF_WIN_GRAVELPIT_NOENEMYCAPS_DESC"	"Successfully defend Gravel Pit without giving up a capture."
"TF_PLAY_GAME_EVERYCLASS_NAME"		"Bäst i klassen"
"[english]TF_PLAY_GAME_EVERYCLASS_NAME"		"Head of the Class"
"TF_PLAY_GAME_EVERYCLASS_DESC"		"Spela en hel omgång i varje klass."
"[english]TF_PLAY_GAME_EVERYCLASS_DESC"		"Play a complete round with every class."
"TF_PLAY_GAME_EVERYMAP_NAME"		"Jordenruntresenär"
"[english]TF_PLAY_GAME_EVERYMAP_NAME"		"World Traveler"
"TF_PLAY_GAME_EVERYMAP_DESC"		"Spela ett helt spel på 2Fort, Dustbowl, Granary, Gravel Pit, Hydro och Well (CP)."
"[english]TF_PLAY_GAME_EVERYMAP_DESC"		"Play a complete game on 2Fort, Dustbowl, Granary, Gravel Pit, Hydro, and Well (CP)."
"TF_GET_HEALPOINTS_NAME"		"Lagdoktor"
"[english]TF_GET_HEALPOINTS_NAME"		"Team Doctor"
"TF_GET_HEALPOINTS_DESC"		"Samla in 25 000 helningspoäng som sjukvårdare."
"[english]TF_GET_HEALPOINTS_DESC"		"Accumulate 25000 heal points as a Medic."
"TF_BURN_PLAYERSINMINIMUMTIME_NAME"	"Eldkastare"
"[english]TF_BURN_PLAYERSINMINIMUMTIME_NAME"	"Flamethrower"
"TF_BURN_PLAYERSINMINIMUMTIME_DESC"	"Sätt eld på fem fiender på 30 sekunder."
"[english]TF_BURN_PLAYERSINMINIMUMTIME_DESC"	"Set five enemies on fire in 30 seconds."

// Medic Achievement Pack
"TF_MEDIC_TOP_SCOREBOARD_NAME"	"Kasta inte första stenen"
"[english]TF_MEDIC_TOP_SCOREBOARD_NAME"	"First Do No Harm"
"TF_MEDIC_TOP_SCOREBOARD_DESC"	"Spela en hel omgång utan att döda några fiender, och få högst poäng med ett lag med 6 spelare eller fler."
"[english]TF_MEDIC_TOP_SCOREBOARD_DESC"	"Play a full round without killing any enemies, and score the highest on a team of 6 or more players."
"TF_MEDIC_HEAL_UNDER_FIRE_NAME"	"Fyrtal i avfyrning"
"[english]TF_MEDIC_HEAL_UNDER_FIRE_NAME"	"Quadruple Bypass"
"TF_MEDIC_HEAL_UNDER_FIRE_DESC"	"Hela en lagmedlem som blir beskjuten av 4 fiender samtidigt."
"[english]TF_MEDIC_HEAL_UNDER_FIRE_DESC"	"Heal a teammate who's taking fire from 4 enemies at once."
"TF_MEDIC_SIMUL_CHARGE_NAME"	"Grupphälsa"
"[english]TF_MEDIC_SIMUL_CHARGE_NAME"	"Group Health"
"TF_MEDIC_SIMUL_CHARGE_DESC"	"Samarbeta med 2 andra sjukvårdare och utför 3 samtidiga överladdningar."
"[english]TF_MEDIC_SIMUL_CHARGE_DESC"	"Work with 2 other Medics to deploy 3 simultaneous ÜberCharges."
"TF_MEDIC_SETUP_CHARGE_NAME"	"Laddad för vård"
"[english]TF_MEDIC_SETUP_CHARGE_NAME"	"Surgical Prep"
"TF_MEDIC_SETUP_CHARGE_DESC"	"Ha en överladdning klar innan förberedelsefasen är över."
"[english]TF_MEDIC_SETUP_CHARGE_DESC"	"Have an ÜberCharge ready before the Setup phase ends."
"TF_MEDIC_RAPID_CHARGE_NAME"	"Trauma Queen"
"[english]TF_MEDIC_RAPID_CHARGE_NAME"	"Trauma Queen"
"TF_MEDIC_RAPID_CHARGE_DESC"	"Utför 3 överladdningar på mindre än 5 minuter, och hjälp till med 5 dödade under den tiden."
"[english]TF_MEDIC_RAPID_CHARGE_DESC"	"Deploy 3 ÜberCharges in less than 5 minutes, and assist in 5 kills during that time."
"TF_MEDIC_COUNTER_CHARGE_NAME"	"Dubbelt blindtest"
"[english]TF_MEDIC_COUNTER_CHARGE_NAME"	"Double Blind Trial"
"TF_MEDIC_COUNTER_CHARGE_DESC"	"Utför en överladdning inom 8 sekunder efter att en fiendesjukvårdare i närheten utfört sin."
"[english]TF_MEDIC_COUNTER_CHARGE_DESC"	"Deploy an ÜberCharge within 8 seconds of a nearby enemy Medic deploying his."
"TF_MEDIC_SWITCH_TO_MEDIC_NAME"	"Leka doktor"
"[english]TF_MEDIC_SWITCH_TO_MEDIC_NAME"	"Play Doctor"
"TF_MEDIC_SWITCH_TO_MEDIC_DESC"	"Bli den förste i ett lag utan sjukvårdare att växla till sjukvårdare efter att en lagmedlem ropat \"Medic!\", och hela sedan 500 i hälsa."
"[english]TF_MEDIC_SWITCH_TO_MEDIC_DESC"	"In a team with no Medics, be the first person to switch to Medic after a teammate calls for 'Medic!', and then heal 500 health."
"TF_MEDIC_SAVE_TEAMMATE_NAME"	"Akutvård"
"[english]TF_MEDIC_SAVE_TEAMMATE_NAME"	"Triage"
"TF_MEDIC_SAVE_TEAMMATE_DESC"	"Utför en överladdning för en lagmedlem mindre än en sekund innan denne träffas av en kritisk bomb."
"[english]TF_MEDIC_SAVE_TEAMMATE_DESC"	"Deploy an ÜberCharge on a teammate less than a second before they're hit by a critical explosive."
"TF_MEDIC_CHARGE_BLOCKER_NAME"	"Förebyggande vård"
"[english]TF_MEDIC_CHARGE_BLOCKER_NAME"	"Preventive Medicine"
"TF_MEDIC_CHARGE_BLOCKER_DESC"	"Blockera fienden från att erövra en kontrollpunkt med hjälp av en överladdad lagmedlem."
"[english]TF_MEDIC_CHARGE_BLOCKER_DESC"	"Block the enemy from capturing a control point with an ÜberCharged teammate."
"TF_MEDIC_ASSIST_MEDIC_NAME"	"Rådgivning"
"[english]TF_MEDIC_ASSIST_MEDIC_NAME"	"Consultation"
"TF_MEDIC_ASSIST_MEDIC_DESC"	"Hjälp en annan sjukvårdare att döda 5 fiender i samma liv."
"[english]TF_MEDIC_ASSIST_MEDIC_DESC"	"Assist a fellow Medic in killing 5 enemies in a single life."
"TF_MEDIC_SYRINGE_SCOUTS_NAME"	"Gör det ont när jag gör så här?"
"[english]TF_MEDIC_SYRINGE_SCOUTS_NAME"	"Does It Hurt When I Do This?"
"TF_MEDIC_SYRINGE_SCOUTS_DESC"	"Döda 50 spanare med ett sprutvapen."
"[english]TF_MEDIC_SYRINGE_SCOUTS_DESC"	"Kill 50 Scouts with your syringe gun."
"TF_MEDIC_BONESAW_MEDICS_NAME"	"Kollegialt"
"[english]TF_MEDIC_BONESAW_MEDICS_NAME"	"Peer Review"
"TF_MEDIC_BONESAW_MEDICS_DESC"	"Döda 50 sjukvårdare med bensågen."
"[english]TF_MEDIC_BONESAW_MEDICS_DESC"	"Kill 50 Medics with your bone saw."
"TF_MEDIC_ASSIST_HEAVY_LONG_NAME"	"Tung läkekonst"
"[english]TF_MEDIC_ASSIST_HEAVY_LONG_NAME"	"Big Pharma"
"TF_MEDIC_ASSIST_HEAVY_LONG_DESC"	"Hjälp en tung artillerist att döda 20 fiender utan att någon av er dör."
"[english]TF_MEDIC_ASSIST_HEAVY_LONG_DESC"	"Assist a Heavy in killing 20 enemies, where neither of you die."
"TF_MEDIC_ASSIST_SCOUT_NAME"	"Det här kommer att svida lite"
"[english]TF_MEDIC_ASSIST_SCOUT_NAME"	"You'll Feel a Little Prick"
"TF_MEDIC_ASSIST_SCOUT_DESC"	"Hjälp till att döda 3 fiender med en enda överladdning för en spanare."
"[english]TF_MEDIC_ASSIST_SCOUT_DESC"	"Assist in killing 3 enemies with a single ÜberCharge on a Scout."
"TF_MEDIC_ASSIST_PYRO_NAME"		"Brännskador"
"[english]TF_MEDIC_ASSIST_PYRO_NAME"		"Autoclave"
"TF_MEDIC_ASSIST_PYRO_DESC"		"Hjälp till att bränna 5 fiender med en enda överladdning för en pyro."
"[english]TF_MEDIC_ASSIST_PYRO_DESC"		"Assist in burning 5 enemies with a single ÜberCharge on a Pyro."
"TF_MEDIC_ASSIST_HEAVY_NAME"	"Trubbigt våld"
"[english]TF_MEDIC_ASSIST_HEAVY_NAME"	"Blunt Trauma"
"TF_MEDIC_ASSIST_HEAVY_DESC"	"Hjälp till att döda 2 fiender med en enda överladdning för en tung artillerist."
"[english]TF_MEDIC_ASSIST_HEAVY_DESC"	"Assist in punching 2 enemies with a single ÜberCharge on a Heavy."
"TF_MEDIC_ASSIST_DEMOMAN_NAME"	"Byggnadsvård"
"[english]TF_MEDIC_ASSIST_DEMOMAN_NAME"	"Medical Breakthrough"
"TF_MEDIC_ASSIST_DEMOMAN_DESC"	"Hjälp till att förstöra 5 av fiendens teknikerbyggnader med en enda överladdning för en demoman."
"[english]TF_MEDIC_ASSIST_DEMOMAN_DESC"	"Assist in destroying 5 enemy Engineer buildings with a single ÜberCharge on a Demoman."
"TF_MEDIC_ASSIST_SOLDIER_NAME"	"Explosionsassistenten"
"[english]TF_MEDIC_ASSIST_SOLDIER_NAME"	"Blast Assist"
"TF_MEDIC_ASSIST_SOLDIER_DESC"	"Hjälp till att spränga 5 fiender med en enda överladdning för en soldat."
"[english]TF_MEDIC_ASSIST_SOLDIER_DESC"	"Assist in exploding 5 enemies with a single ÜberCharge on a Soldier."
"TF_MEDIC_HEAL_ENGINEER_NAME"	"Tillståndet är kritiskt"
"[english]TF_MEDIC_HEAL_ENGINEER_NAME"	"Midwife Crisis"
"TF_MEDIC_HEAL_ENGINEER_DESC"	"Hela en tekniker medan han reparerar sitt vaktgevär under tiden som det beskjuts."
"[english]TF_MEDIC_HEAL_ENGINEER_DESC"	"Heal an Engineer as he repairs his sentry gun while it's under enemy fire."
"TF_MEDIC_ASSIST_CAPTURER_NAME"	"Enhet och seger"
"[english]TF_MEDIC_ASSIST_CAPTURER_NAME"	"Ubi concordia, ibi victoria"
"TF_MEDIC_ASSIST_CAPTURER_DESC"	"Hjälp till att döda 5 fiender på en fiendekontrollpunkt i ett och samma liv."
"[english]TF_MEDIC_ASSIST_CAPTURER_DESC"	"Assist in killing 5 enemies on an enemy control point, in a single life."
"TF_MEDIC_HEAL_CALLERS_NAME"	"Gå ronden"
"[english]TF_MEDIC_HEAL_CALLERS_NAME"	"Grand Rounds"
"TF_MEDIC_HEAL_CALLERS_DESC"	"Hela 200 lagmedlemmar efter att de ropat \"Medic!\"."
"[english]TF_MEDIC_HEAL_CALLERS_DESC"	"Heal 200 teammates after they've called for 'Medic!'."
"TF_MEDIC_EXTINGUISH_TEAMMATES_NAME"	"Vattenterapi"
"[english]TF_MEDIC_EXTINGUISH_TEAMMATES_NAME"	"Infernal Medicine"
"TF_MEDIC_EXTINGUISH_TEAMMATES_DESC"	"Släck 100 brinnande lagmedlemmar."
"[english]TF_MEDIC_EXTINGUISH_TEAMMATES_DESC"	"Extinguish 100 burning teammates."
"TF_MEDIC_ASSIST_VS_NEMESES_NAME"	"Doktorsassisterat självmord"
"[english]TF_MEDIC_ASSIST_VS_NEMESES_NAME"	"Doctor Assisted Homicide"
"TF_MEDIC_ASSIST_VS_NEMESES_DESC"	"Hjälp till att döda 20 nemesis."
"[english]TF_MEDIC_ASSIST_VS_NEMESES_DESC"	"Assist in killing 20 nemeses."
"TF_MEDIC_KILL_WHILE_CHARGED_NAME"	"Placeboeffekt"
"[english]TF_MEDIC_KILL_WHILE_CHARGED_NAME"	"Placebo Effect"
"TF_MEDIC_KILL_WHILE_CHARGED_DESC"	"Döda 5 fiender i ett enda liv under tiden som du har överladdningen klar utan att utföra den."
"[english]TF_MEDIC_KILL_WHILE_CHARGED_DESC"	"Kill 5 enemies in a single life, while having your ÜberCharge ready, but undeployed."
"TF_MEDIC_BONESAW_NOMISSES_NAME"	"Bensågare"
"[english]TF_MEDIC_BONESAW_NOMISSES_NAME"	"Sawbones"
"TF_MEDIC_BONESAW_NOMISSES_DESC"	"Träffa fiender med bensågen 5 gånger i rad utan att dö eller missa."
"[english]TF_MEDIC_BONESAW_NOMISSES_DESC"	"Hit enemies with your bonesaw 5 times in a row without dying or missing."
"TF_MEDIC_HEAL_LARGE_NAME"	"Praktikant"
"[english]TF_MEDIC_HEAL_LARGE_NAME"	"Intern"
"TF_MEDIC_HEAL_LARGE_DESC"	"Samla ihop 7000 hälsopoäng i ett enda liv."
"[english]TF_MEDIC_HEAL_LARGE_DESC"	"Accumulate 7000 heal points in a single life."
"TF_MEDIC_HEAL_HUGE_NAME"	"Specialist"
"[english]TF_MEDIC_HEAL_HUGE_NAME"	"Specialist"
"TF_MEDIC_HEAL_HUGE_DESC"	"Samla ihop 10 000 hälsopoäng i ett enda liv."
"[english]TF_MEDIC_HEAL_HUGE_DESC"	"Accumulate 10000 heal points health in a single life."
"TF_MEDIC_HEAL_GRIND_NAME"	"Överläkare"
"[english]TF_MEDIC_HEAL_GRIND_NAME"	"Chief of Staff"
"TF_MEDIC_HEAL_GRIND_DESC"	"Samla ihop 1 miljon hälsopoäng totalt."
"[english]TF_MEDIC_HEAL_GRIND_DESC"	"Accumulate 1 million total heal points."
"TF_MEDIC_KILL_HEALED_SPY_NAME"	"Rygghuggologi"
"[english]TF_MEDIC_KILL_HEALED_SPY_NAME"	"Hypocritical Oath"
"TF_MEDIC_KILL_HEALED_SPY_DESC"	"Döda en fiendespion som du har helat."
"[english]TF_MEDIC_KILL_HEALED_SPY_DESC"	"Kill an enemy Spy that you have been healing."
"TF_MEDIC_SAVE_FALLING_TEAMMATE_NAME"	"Medicinsk mottagning"
"[english]TF_MEDIC_SAVE_FALLING_TEAMMATE_NAME"	"Medical Intervention"
"TF_MEDIC_SAVE_FALLING_TEAMMATE_DESC"	"Rädda en fallande lagmedlem från att dö vid nedslaget."
"[english]TF_MEDIC_SAVE_FALLING_TEAMMATE_DESC"	"Save a falling teammate from dying on impact."
"TF_MEDIC_CHARGE_JUGGLE_NAME"	"Andra konsultation"
"[english]TF_MEDIC_CHARGE_JUGGLE_NAME"	"Second Opinion"
"TF_MEDIC_CHARGE_JUGGLE_DESC"	"Överladda 2 lagmedlemmar samtidigt."
"[english]TF_MEDIC_CHARGE_JUGGLE_DESC"	"ÜberCharge 2 teammates at once."
"TF_MEDIC_FREEZECAM_RAGDOLL_NAME"	"Obduktionsrapport"
"[english]TF_MEDIC_FREEZECAM_RAGDOLL_NAME"	"Autopsy Report"
"TF_MEDIC_FREEZECAM_RAGDOLL_DESC"	"Ge en dödad fiende en bild av dig själv när du hånar liket."
"[english]TF_MEDIC_FREEZECAM_RAGDOLL_DESC"	"Provide an enemy with a freezecam shot of you taunting above their ragdoll."
"TF_MEDIC_BONESAW_SPY_CALLERS_NAME"	"Så du vet: jag är läkare"
"[english]TF_MEDIC_BONESAW_SPY_CALLERS_NAME"	"FYI I am A Medic"
"TF_MEDIC_BONESAW_SPY_CALLERS_DESC"	"Använd bensågen till att döda 5 spioner som har ropat på sjukvårdare."
"[english]TF_MEDIC_BONESAW_SPY_CALLERS_DESC"	"Use your bonesaw to kill 5 Spies who have been calling for 'Medic!'."
"TF_MEDIC_CHARGE_FRIENDS_NAME"	"Familjemottagning"
"[english]TF_MEDIC_CHARGE_FRIENDS_NAME"	"Family Practice"
"TF_MEDIC_CHARGE_FRIENDS_DESC"	"Överladda tio av dina vänner från Steam-gemenskapen."
"[english]TF_MEDIC_CHARGE_FRIENDS_DESC"	"ÜberCharge ten of your Steam Community Friends."
"TF_MEDIC_INVITE_JOIN_CHARGE_NAME"	"Hembesök"
"[english]TF_MEDIC_INVITE_JOIN_CHARGE_NAME"	"House Call"
"TF_MEDIC_INVITE_JOIN_CHARGE_DESC"	"Gå med i ett spel som en av dina vänner är med i och utför sedan en överladdning för honom."
"[english]TF_MEDIC_INVITE_JOIN_CHARGE_DESC"	"Join a game that one of your friends is in and then deploy an ÜberCharge on him."
"TF_MEDIC_HEAL_ACHIEVER_NAME"	"Doktor charm"
"[english]TF_MEDIC_HEAL_ACHIEVER_NAME"	"Bedside Manner"
"TF_MEDIC_HEAL_ACHIEVER_DESC"	"Hela en lagmedlem samtidigt som han tjänar in ett eget framsteg."
"[english]TF_MEDIC_HEAL_ACHIEVER_DESC"	"Be healing a teammate as he achieves an achievement of his own."
"TF_MEDIC_ACHIEVE_PROGRESS1_NAME"	"Milstolpe 1, sjukvårdare"
"[english]TF_MEDIC_ACHIEVE_PROGRESS1_NAME"	"Medic Milestone 1"
"TF_MEDIC_ACHIEVE_PROGRESS1_DESC"	"Tjäna in 10 av framstegen i sjukvårdarpaketet."
"[english]TF_MEDIC_ACHIEVE_PROGRESS1_DESC"	"Achieve 10 of the achievements in the Medic pack."
"TF_MEDIC_ACHIEVE_PROGRESS2_NAME"	"Milstolpe 2, sjukvårdare"
"[english]TF_MEDIC_ACHIEVE_PROGRESS2_NAME"	"Medic Milestone 2"
"TF_MEDIC_ACHIEVE_PROGRESS2_DESC"	"Tjäna in 16 av framstegen i sjukvårdarpaketet."
"[english]TF_MEDIC_ACHIEVE_PROGRESS2_DESC"	"Achieve 16 of the achievements in the Medic pack."
"TF_MEDIC_ACHIEVE_PROGRESS3_NAME"	"Milstolpe 3, sjukvårdare"
"[english]TF_MEDIC_ACHIEVE_PROGRESS3_NAME"	"Medic Milestone 3"
"TF_MEDIC_ACHIEVE_PROGRESS3_DESC"	"Tjäna in 22 av framstegen i sjukvårdarpaketet."
"[english]TF_MEDIC_ACHIEVE_PROGRESS3_DESC"	"Achieve 22 of the achievements in the Medic pack."

// Pyro Achievement Pack
"TF_PYRO_KILL_MULTIWEAPONS_NAME"	"Kombinerad eld"
"[english]TF_PYRO_KILL_MULTIWEAPONS_NAME"	"Combined Fire"
"TF_PYRO_KILL_MULTIWEAPONS_DESC"	"Använd hagelgeväret till att döda 20 spelare du har satt eld på."
"[english]TF_PYRO_KILL_MULTIWEAPONS_DESC"	"Use your shotgun to finish off 20 players you've ignited."
"TF_PYRO_SIMULBURN_SCOUTS_NAME"		"Grillad kyckling"
"[english]TF_PYRO_SIMULBURN_SCOUTS_NAME"		"Weenie Roast"
"TF_PYRO_SIMULBURN_SCOUTS_DESC"		"Sätt eld på två 2 fiendespanare samtidigt."
"[english]TF_PYRO_SIMULBURN_SCOUTS_DESC"		"Have 2 enemy Scouts on fire at the same time."
"TF_PYRO_FORCE_WATERJUMP_NAME"		"Elddop"
"[english]TF_PYRO_FORCE_WATERJUMP_NAME"		"Baptism by Fire"
"TF_PYRO_FORCE_WATERJUMP_DESC"		"Tvinga 10 brinnande fiender att hoppa ned i vattnet."
"[english]TF_PYRO_FORCE_WATERJUMP_DESC"		"Force 10 burning enemies to jump into water."
"TF_PYRO_KILL_POSTDEATH_NAME"		"Skärselden"
"[english]TF_PYRO_KILL_POSTDEATH_NAME"		"Fire and Forget"
"TF_PYRO_KILL_POSTDEATH_DESC"		"Döda 15 spelare medan du är död."
"[english]TF_PYRO_KILL_POSTDEATH_DESC"		"Kill 15 players while you're dead."
"TF_PYRO_KILL_SPIES_NAME"		"Brandvägg"
"[english]TF_PYRO_KILL_SPIES_NAME"		"Firewall"
"TF_PYRO_KILL_SPIES_DESC"		"Sätt eld på 5 spioner som har satt en sapper på en allierad byggnad."
"[english]TF_PYRO_KILL_SPIES_DESC"		"Ignite 5 Spies who have a sapper on a friendly building."
